,class_id,prob
0,1,0.5479422807693481
1,1,0.37326863408088684
2,1,0.4779447019100189
3,1,0.30170097947120667
4,1,0.326152503490448
5,1,0.35833922028541565
6,1,0.29903748631477356
7,1,0.4188174903392792
8,2,0.41768819093704224
9,1,0.3964908719062805
10,1,0.3064717650413513
11,1,0.5367183685302734
12,1,0.24507275223731995
13,1,0.6385003328323364
14,1,0.5667276978492737
15,2,0.4992213547229767
16,1,0.427223265171051
17,1,0.2998759150505066
18,1,0.3716796636581421
19,1,0.5252863168716431
20,1,0.3518814146518707
21,1,0.3462566137313843
22,2,0.2200360745191574
23,1,0.49786409735679626
24,1,0.3307487368583679
25,2,0.47175899147987366
26,1,0.4493018686771393
27,1,0.42804282903671265
28,2,0.2620050609111786
29,1,0.6224260926246643
30,0,0.5464632511138916
31,1,0.38864633440971375
32,1,0.2312619984149933
33,1,0.32817280292510986
34,1,0.29091954231262207
35,1,0.3893478512763977
36,1,0.7159162163734436
37,1,0.2354625016450882
38,1,0.29105493426322937
39,1,0.5021882057189941
40,1,0.3808439373970032
41,1,0.38096219301223755
42,1,0.2553565800189972
43,1,0.36665892601013184
44,1,0.41614454984664917
45,1,0.5835875272750854
46,1,0.28999409079551697
47,1,0.5395165681838989
48,1,0.30473288893699646
49,1,0.38093024492263794
50,1,0.37242040038108826
51,1,0.6801525950431824
52,1,0.3305077850818634
53,1,0.38935476541519165
54,1,0.38018539547920227
55,1,0.3256020247936249
56,1,0.6162778735160828
57,1,0.31192323565483093
58,1,0.43559372425079346
59,1,0.28446054458618164
60,1,0.7004834413528442
61,1,0.36277279257774353
62,1,0.30770203471183777
63,1,0.4043509364128113
64,1,0.3749244809150696
65,1,0.42060548067092896
66,1,0.3937016427516937
67,1,0.38085171580314636
68,1,0.23285409808158875
69,1,0.1950300931930542
70,1,0.3124414086341858
71,1,0.24857303500175476
72,1,0.6052080988883972
73,1,0.38175714015960693
74,1,0.4374629259109497
75,1,0.3902682065963745
76,6,0.20620988309383392
77,1,0.32078397274017334
78,1,0.6638575196266174
79,1,0.27359527349472046
80,1,0.6880766749382019
81,1,0.40016597509384155
82,1,0.40022027492523193
83,1,0.6353517770767212
84,0,0.36061179637908936
85,1,0.3209134042263031
86,1,0.43086734414100647
87,1,0.41126886010169983
88,1,0.31538182497024536
89,1,0.47234445810317993
90,1,0.386379212141037
91,0,0.3884960114955902
92,1,0.3093528151512146
93,2,0.2658683955669403
94,1,0.7216526865959167
95,1,0.5672546029090881
96,0,0.3622942864894867
97,1,0.3264816403388977
98,1,0.3398968279361725
99,1,0.6498919129371643
100,2,0.28058841824531555
101,1,0.24160976707935333
102,1,0.405466228723526
103,1,0.2956780195236206
104,1,0.38014015555381775
105,1,0.442033052444458
106,1,0.46796920895576477
107,1,0.38531020283699036
108,1,0.3061743676662445
109,1,0.6290929913520813
110,2,0.26434528827667236
111,0,0.6614273190498352
